Dealership,Season,Car,Buyer,Buyer_Age,Price,Buyer_Income
Houston,Winter,Honda,Female,58,18538,202595
Seattle,Summer,Honda,Male,29,28439,236124
Phoenix,Summer,Ford,Male,45,31478,288047
San Diego,Summer,Chevrolet,Female,73,39401,206253
Philladephia,Fall,Kia,Male,68,30981,223871
Columbus,Spring,Honda,Male,53,42454,64159
San Antonio,Spring,Chevrolet,Female,56,36907,133038
San Antonio,Summer,Nissan,Male,76,46431,85209
Austin,Winter,Nissan,Male,59,10571,261667
NYC,Winter,Ford,Female,57,13206,47424
Philladephia,Spring,Nissan,Female,56,31618,192144
Houston,Summer,Honda,Male,68,41896,195892
LA,Fall,Ford,Female,54,18546,206295
San Diego,Summer,Jeep,Female,42,12913,174932
Houston,Winter,Nissan,Male,39,24075,298863
Columbus,Winter,Ram,Female,27,41481,166508
Philladephia,Fall,Subaru,Female,71,11751,81957
Austin,Fall,Nissan,Male,70,13909,208573
Houston,Summer,Chevrolet,Female,21,31342,210795
LA,Winter,Subaru,Female,28,46294,133833
Phoenix,Fall,Ford,Male,35,26409,58999
Austin,Summer,Jeep,Female,66,22234,216499
Austin,Winter,Ford,Female,78,42549,275798
Chicago,Fall,Jeep,Male,48,38197,103122
Seattle,Winter,Kia,Male,68,15238,149568
Chicago,Winter,Ford,Male,75,35703,85378
Chicago,Winter,Hyundai,Female,58,44798,203190
San Antonio,Fall,Jeep,Female,24,26459,155876
Seattle,Winter,Ram,Male,22,19605,170373
San Antonio,Summer,Subaru,Female,31,27802,107028
LA,Summer,Chevrolet,Male,44,45592,237965
NYC,Winter,Honda,Male,23,44773,63290
San Diego,Summer,Hyundai,Female,25,42230,173332
Seattle,Summer,Ram,Male,29,38351,289247
Houston,Fall,Subaru,Female,76,19678,211048
NYC,Spring,GMC,Male,71,27614,199942
Phoenix,Spring,Hyundai,Female,81,37339,156595
San Diego,Spring,Nissan,Female,28,43824,110731
NYC,Winter,Subaru,Male,53,18535,247561
NYC,Summer,Hyundai,Female,79,34537,218433
Columbus,Summer,Subaru,Male,25,33985,263998
LA,Spring,Subaru,Female,49,39437,158497
Philladephia,Summer,Nissan,Female,60,23297,207530
NYC,Fall,Nissan,Male,44,13077,213457
Columbus,Spring,Honda,Female,23,40397,91749
LA,Summer,GMC,Male,62,42038,165797
Houston,Fall,Chevrolet,Male,45,44400,264157
San Diego,Summer,Toyota,Female,69,26445,180902
San Diego,Summer,Ford,Male,48,24222,281092
Chicago,Spring,Hyundai,Female,37,20943,213881
Phoenix,Fall,Hyundai,Female,62,40848,152119
Philladephia,Spring,Ford,Male,42,13849,190976
San Diego,Winter,Hyundai,Male,80,32370,215993
Phoenix,Fall,Subaru,Female,73,25820,98325
Houston,Winter,Honda,Male,40,46662,252210
Austin,Fall,Ford,Female,63,46443,89385
San Antonio,Winter,Jeep,Female,22,21885,72999
LA,Winter,GMC,Female,61,16494,117883
Philladephia,Spring,Nissan,Female,68,11512,98654
Phoenix,Winter,Jeep,Female,40,32626,144376
Columbus,Summer,Kia,Female,22,19279,136171
Phoenix,Fall,Ram,Female,30,34846,149980
Seattle,Winter,Nissan,Male,62,19571,89857
NYC,Spring,Ram,Male,40,41283,222959
San Antonio,Summer,Toyota,Male,60,31866,191604
Houston,Winter,Chevrolet,Female,44,19041,122099
Columbus,Summer,Honda,Male,47,25027,152359
San Diego,Winter,Ram,Male,77,11824,121609
Columbus,Summer,Hyundai,Female,54,21317,234114
San Antonio,Spring,Toyota,Male,61,21241,150614
Philladephia,Spring,Ford,Male,54,13196,87070
Columbus,Winter,Toyota,Female,37,32711,264952
San Diego,Fall,Ford,Female,25,43826,104325
Austin,Fall,Subaru,Female,67,43588,293284
Columbus,Winter,Subaru,Female,36,34869,224485
Houston,Spring,Hyundai,Male,50,38029,268794
Seattle,Summer,Honda,Female,50,25804,117799
Columbus,Spring,Honda,Female,53,23994,80259
Seattle,Summer,Subaru,Male,46,45637,75541
LA,Winter,Subaru,Male,62,21332,123346
Seattle,Fall,Nissan,Male,34,17438,159981
NYC,Summer,Chevrolet,Male,32,10583,178026
Chicago,Fall,Toyota,Male,72,13861,151842
San Antonio,Fall,Ram,Female,77,29611,289402
Houston,Fall,Nissan,Female,36,11639,267614
LA,Summer,Ford,Male,40,35794,218486
San Diego,Fall,Ram,Male,79,29567,151884
San Diego,Winter,Jeep,Female,81,44912,67199
Chicago,Fall,Jeep,Female,80,32207,289714
Seattle,Fall,Subaru,Female,60,46269,217216
Houston,Spring,Kia,Male,77,48661,273253
Philladephia,Spring,Kia,Male,33,24684,56482
San Diego,Spring,Toyota,Female,36,17975,272817
Austin,Winter,GMC,Female,50,46185,260354
Houston,Spring,Ram,Male,62,44324,156565
Columbus,Summer,GMC,Male,34,47944,178562
Phoenix,Summer,Ford,Female,82,37312,247915
Philladephia,Spring,Ford,Female,78,47611,75477
LA,Fall,Jeep,Male,57,43698,252859
San Diego,Winter,Toyota,Female,39,21413,179841
Austin,Winter,Chevrolet,Female,70,47005,136384
San Antonio,Summer,Ford,Male,43,30691,68215
Austin,Spring,Chevrolet,Male,67,16353,107831
LA,Spring,Nissan,Male,26,43343,163481
Philladephia,Spring,Ram,Female,25,44901,295235
San Diego,Fall,Ram,Female,50,25279,99692
San Diego,Spring,Nissan,Female,28,10836,84527
Chicago,Winter,Nissan,Male,37,46863,45366
Columbus,Fall,Honda,Male,25,43229,170929
San Diego,Summer,Jeep,Male,65,18667,220068
Chicago,Winter,Hyundai,Male,22,43531,89992
LA,Summer,Kia,Female,67,16355,259455
Austin,Summer,Kia,Male,69,37061,241583
Chicago,Summer,Ford,Male,71,45227,42910
LA,Spring,Toyota,Male,41,46015,221909
Seattle,Winter,GMC,Male,67,12196,212187
Chicago,Summer,Kia,Male,25,28142,82986
Seattle,Winter,Jeep,Male,49,37425,50006
Columbus,Summer,Hyundai,Female,31,12637,275859
Houston,Fall,Honda,Male,22,47000,139925
NYC,Fall,Ford,Male,37,48593,208248
San Diego,Summer,Honda,Male,68,40477,186526
Seattle,Fall,Ford,Male,75,47628,235508
Philladephia,Spring,Ford,Female,45,46575,217564
Austin,Summer,Subaru,Female,47,10696,157130
San Diego,Summer,Hyundai,Female,23,10689,214714
Seattle,Fall,Hyundai,Male,24,16620,77189
LA,Spring,Ram,Female,71,32220,263448
San Antonio,Fall,Toyota,Female,45,25967,148989
Houston,Fall,Honda,Female,39,47284,197058
Columbus,Winter,Ram,Female,22,34364,57143
Houston,Winter,Ford,Female,80,17133,48221
LA,Winter,Kia,Male,59,18516,159880
Philladephia,Fall,Nissan,Female,71,22972,69988
Columbus,Fall,Nissan,Male,64,31816,284085
Seattle,Spring,Ram,Male,44,33020,198544
Seattle,Fall,Jeep,Male,77,16241,180562
NYC,Fall,Subaru,Male,76,14197,101506
Chicago,Fall,Jeep,Male,23,24165,279933
San Antonio,Winter,Jeep,Female,57,33475,120700
Houston,Summer,Honda,Female,82,43203,210600
Philladephia,Fall,Jeep,Female,46,15144,298021
Austin,Winter,Honda,Female,55,31140,204563
San Diego,Spring,GMC,Female,45,10236,113326
Columbus,Fall,Jeep,Female,43,32097,137833
NYC,Spring,Subaru,Female,58,40499,128187
Chicago,Spring,Kia,Female,53,17969,146507
Columbus,Spring,Chevrolet,Female,38,13274,122124
Austin,Winter,Nissan,Male,22,34664,230071
Philladephia,Summer,Ford,Female,36,12274,236597
Philladephia,Winter,Honda,Male,21,20152,85509
Seattle,Summer,Ford,Male,21,28637,159801
Phoenix,Fall,Kia,Male,32,35836,189025
Phoenix,Fall,Subaru,Male,81,25018,236321
Seattle,Fall,Hyundai,Male,72,31637,236424
Seattle,Spring,Ram,Female,61,49455,210977
San Diego,Spring,Ram,Male,34,12962,127300
NYC,Winter,Ford,Male,41,48329,111568
Austin,Spring,Chevrolet,Male,62,36364,260422
NYC,Fall,Ford,Female,23,33890,206554
Phoenix,Summer,Kia,Female,53,16322,133353
Houston,Spring,Ram,Female,57,33170,199554
Philladephia,Spring,Ram,Male,36,10216,269557
LA,Summer,GMC,Male,48,27734,254660
Austin,Winter,Ford,Female,51,11550,206699
San Antonio,Fall,Honda,Female,77,23453,217013
Phoenix,Spring,Hyundai,Male,28,43346,93931
Philladephia,Spring,Ram,Female,69,41100,281981
San Diego,Summer,Jeep,Female,37,10738,249958
Seattle,Fall,Toyota,Female,77,32527,296358
Seattle,Spring,Chevrolet,Male,30,13427,288929
Phoenix,Winter,Subaru,Male,27,21784,66256
NYC,Summer,Ford,Female,69,31588,94457
Houston,Fall,Ford,Male,25,12347,202012
Chicago,Summer,Toyota,Female,73,30861,190500
LA,Spring,Nissan,Male,41,10189,58923
Philladephia,Spring,Toyota,Female,24,36948,170214
San Diego,Winter,Ram,Female,56,37840,145214
Austin,Winter,Jeep,Female,39,28711,115141
Chicago,Winter,Kia,Female,44,10556,296142
San Antonio,Summer,Honda,Female,55,43733,84376
Seattle,Winter,Honda,Male,82,16028,144079
Phoenix,Summer,Toyota,Female,23,45167,243790
LA,Winter,Ram,Female,62,26532,195329
Columbus,Winter,GMC,Male,49,19884,274489
Phoenix,Summer,Jeep,Male,67,17389,104875
Phoenix,Winter,Jeep,Female,39,23560,171360
San Antonio,Summer,Kia,Male,59,19944,43915
NYC,Fall,Nissan,Female,66,30818,203406
Columbus,Fall,Kia,Female,81,34737,297283
Chicago,Winter,GMC,Male,78,22818,234015
San Diego,Spring,Hyundai,Female,83,37203,67539
San Diego,Fall,Ram,Female,29,32237,227304
Chicago,Fall,GMC,Male,70,11699,253514
Columbus,Spring,Ram,Male,25,23928,198847
San Antonio,Fall,Ram,Male,68,36264,233797
Phoenix,Spring,Chevrolet,Male,24,13922,84244
NYC,Spring,Nissan,Male,35,40841,262953
Houston,Fall,Subaru,Male,40,20364,176703
Phoenix,Spring,Jeep,Female,36,47472,254583
Houston,Spring,Subaru,Female,65,10110,254834
Phoenix,Fall,Nissan,Female,61,37103,179357
Houston,Fall,Ford,Male,45,23674,293352
San Diego,Fall,Toyota,Male,36,46210,250219
NYC,Spring,Subaru,Male,76,12881,263336
San Antonio,Summer,Jeep,Female,36,15055,117565
Columbus,Fall,Hyundai,Male,83,47126,96504
Seattle,Summer,Kia,Female,59,40145,96907
Phoenix,Spring,Ford,Female,82,32134,100687
NYC,Spring,Chevrolet,Female,59,17272,206798
San Diego,Spring,Ram,Male,83,11786,195448
LA,Spring,Nissan,Male,50,26334,115376
LA,Winter,GMC,Male,66,32223,145005
Houston,Spring,Chevrolet,Female,60,25345,261035
LA,Spring,Kia,Male,44,34800,155736
Philladephia,Summer,Subaru,Female,58,13141,279871
Phoenix,Spring,Chevrolet,Female,80,49904,231405
Phoenix,Summer,Subaru,Female,57,14834,154294
Seattle,Spring,Nissan,Male,32,12341,227797
Phoenix,Fall,GMC,Female,52,15643,89257
San Antonio,Summer,Ford,Female,23,19811,106873
San Diego,Winter,Kia,Male,43,18265,135584
Phoenix,Winter,Nissan,Female,77,25273,88042
NYC,Winter,Toyota,Female,83,14100,52938
Philladephia,Spring,Honda,Male,72,49308,110193
San Antonio,Spring,Toyota,Female,46,48300,91799
Austin,Fall,Chevrolet,Male,47,45600,80178
NYC,Winter,Ford,Male,77,30162,110281
San Antonio,Winter,Subaru,Male,77,17711,172231
NYC,Summer,Ram,Male,51,13830,271886
Chicago,Fall,Honda,Male,54,40649,148402
Chicago,Summer,Toyota,Male,28,46664,121334
Phoenix,Spring,Nissan,Male,59,34265,230735
Columbus,Winter,Kia,Male,78,26139,117204
Houston,Fall,Chevrolet,Male,64,42320,236692
NYC,Winter,Hyundai,Male,46,31630,55597
Seattle,Summer,Kia,Male,35,36691,195564
Philladephia,Summer,Ford,Female,39,40587,48222
San Antonio,Summer,Subaru,Male,54,15796,103145
San Diego,Winter,Toyota,Male,58,13340,186542
Phoenix,Summer,Toyota,Male,78,48567,134264
San Antonio,Winter,Jeep,Male,78,10117,109696
Philladephia,Winter,Hyundai,Female,38,46440,206872
Seattle,Fall,Nissan,Female,78,26392,177933
San Antonio,Winter,Ford,Male,80,14235,251507
Austin,Fall,Kia,Male,33,44111,102569
LA,Fall,Ram,Female,60,30933,66735
Philladephia,Fall,Jeep,Female,82,44980,176212
San Antonio,Fall,Ford,Female,75,26922,238628
Columbus,Spring,Nissan,Female,83,19858,122509
Columbus,Fall,Kia,Female,66,35169,187886
Austin,Fall,Jeep,Female,27,48053,83383
NYC,Summer,Nissan,Female,51,34351,123605
Columbus,Winter,GMC,Male,28,21421,52987
LA,Fall,Chevrolet,Female,58,46442,56818
Houston,Summer,Chevrolet,Female,55,11620,169835
Seattle,Spring,Ram,Female,39,45650,141086
Phoenix,Fall,Ford,Male,45,35464,125252
NYC,Winter,Hyundai,Male,76,28266,75353
LA,Summer,Subaru,Female,75,48049,294012
NYC,Summer,Hyundai,Female,46,12127,160310
Seattle,Spring,GMC,Male,21,25334,251699
LA,Spring,Honda,Male,40,16440,284607
San Diego,Winter,GMC,Female,47,42572,239339
Phoenix,Summer,GMC,Male,29,31039,288168
Philladephia,Fall,Jeep,Female,65,46380,41121
Houston,Fall,Hyundai,Male,42,10787,138594
Phoenix,Summer,Chevrolet,Female,30,31398,262264
NYC,Winter,Subaru,Male,26,26068,112708
Chicago,Spring,Ford,Male,66,37698,93268
LA,Spring,Nissan,Male,81,25813,177891
LA,Winter,Ram,Male,67,42574,166150
San Antonio,Winter,Kia,Female,42,37307,247766
Chicago,Fall,Chevrolet,Female,30,39654,234810
Phoenix,Winter,Honda,Female,22,33500,210363
Seattle,Summer,Chevrolet,Male,50,17611,164234
San Diego,Summer,Jeep,Male,48,22806,80844
Austin,Spring,Subaru,Female,26,18182,211642
San Antonio,Summer,Honda,Male,41,33354,193930
NYC,Spring,Subaru,Male,27,21013,162755
Phoenix,Fall,GMC,Male,51,45117,219201
LA,Summer,Toyota,Female,53,11555,61550
San Antonio,Winter,Subaru,Male,46,46601,85975
LA,Winter,Honda,Female,69,34264,52336
San Antonio,Spring,Jeep,Female,76,14336,70475
Austin,Fall,Nissan,Female,77,43997,128877
San Diego,Spring,Hyundai,Male,22,38143,107680
Houston,Spring,Jeep,Female,29,26253,58166
Chicago,Winter,Nissan,Male,60,42153,46992
San Diego,Spring,Kia,Female,38,18724,279203
Houston,Winter,Honda,Male,78,44492,139461
Philladephia,Fall,Chevrolet,Male,80,20134,109635
NYC,Spring,Chevrolet,Male,23,18652,126652
Seattle,Winter,Jeep,Male,56,34166,178794
Seattle,Spring,GMC,Male,60,36055,152574
Phoenix,Winter,Honda,Female,27,38303,294572
Houston,Fall,Hyundai,Female,75,36867,178922
Austin,Summer,Subaru,Male,70,45546,166806
San Diego,Spring,Nissan,Female,49,35073,166714
Phoenix,Summer,Kia,Female,56,39605,48216
Seattle,Spring,Hyundai,Female,38,28342,269304
San Antonio,Summer,Kia,Female,78,14544,151959
Houston,Summer,Ford,Male,51,43837,230093
San Diego,Spring,Kia,Male,71,47272,267371
San Diego,Summer,GMC,Female,81,20000,213387
Seattle,Spring,Subaru,Female,42,12218,206035
LA,Spring,Kia,Female,78,17342,292721
San Antonio,Summer,Chevrolet,Female,77,38754,58540
NYC,Summer,Ford,Female,45,27310,184682
Houston,Summer,Toyota,Female,38,19694,226669
Austin,Summer,Honda,Female,33,45279,125761
San Antonio,Fall,Kia,Male,48,29115,170208
Seattle,Spring,Hyundai,Male,30,18746,72591
Philladephia,Fall,Hyundai,Female,69,37879,175555
NYC,Spring,Toyota,Female,45,12357,172906
Austin,Winter,Nissan,Male,25,43910,135151
Seattle,Summer,Nissan,Female,61,33514,251820
Austin,Winter,Chevrolet,Female,79,28070,226090
Chicago,Fall,Nissan,Female,65,12001,248639
Columbus,Winter,Honda,Male,28,36021,220650
Houston,Spring,GMC,Male,66,44938,215021
Seattle,Summer,Ram,Female,77,31466,57309
Philladephia,Spring,Chevrolet,Male,25,16517,81060
Austin,Summer,Toyota,Male,42,28148,57092
LA,Winter,Honda,Female,81,20889,229097
NYC,Summer,Subaru,Male,42,13868,253894
San Diego,Spring,Subaru,Male,62,38023,134912
Philladephia,Fall,Honda,Male,79,15603,194513
Houston,Summer,Kia,Female,46,29069,246682
Philladephia,Summer,Kia,Male,66,16722,259667
Houston,Fall,Kia,Female,40,11906,199612
San Diego,Summer,Chevrolet,Male,64,29440,244846
Seattle,Fall,Hyundai,Female,77,40043,89425
Philladephia,Spring,Chevrolet,Female,57,20891,68329
San Antonio,Winter,Kia,Male,68,18197,110525
San Antonio,Winter,Subaru,Female,66,24446,129389
Austin,Summer,Ram,Female,63,40667,202431
Phoenix,Winter,Nissan,Male,69,24077,266968
LA,Fall,Jeep,Male,51,36924,222665
Columbus,Spring,Ford,Male,61,16023,116042
San Antonio,Fall,Honda,Male,28,47708,54957
Phoenix,Fall,Honda,Male,82,45859,196039
LA,Summer,Ford,Female,79,18531,123990
Houston,Summer,Toyota,Male,43,16399,206465
San Diego,Spring,Hyundai,Male,52,35118,136986
Houston,Fall,Subaru,Female,37,30662,108706
San Diego,Spring,GMC,Female,82,20778,253986
San Diego,Summer,Subaru,Male,48,20794,233835
Phoenix,Fall,GMC,Female,22,37407,130967
San Diego,Spring,Kia,Female,78,49486,251993
Houston,Summer,Subaru,Male,35,14950,275375
Columbus,Winter,Ram,Female,28,30450,161461
Austin,Winter,Toyota,Female,71,29188,155051
San Antonio,Summer,Honda,Female,50,44417,50668
Austin,Winter,Toyota,Female,78,18745,253616
Seattle,Summer,Nissan,Male,28,28613,144582
Philladephia,Fall,Chevrolet,Male,74,47817,294091
Phoenix,Fall,Jeep,Male,65,44038,258351
Phoenix,Winter,Hyundai,Male,60,18096,207034
San Antonio,Spring,Chevrolet,Male,30,40442,204025
Houston,Winter,Honda,Male,26,12897,283620
Philladephia,Spring,Kia,Female,32,15494,41400
NYC,Fall,Nissan,Female,44,15114,191252
LA,Summer,Toyota,Female,71,45029,148557
Houston,Fall,Kia,Male,60,32253,70902
San Antonio,Summer,Kia,Female,69,25497,126917
Columbus,Spring,GMC,Female,22,47096,79996
Columbus,Fall,GMC,Female,25,29981,169310
Phoenix,Winter,Kia,Female,67,39157,123613
San Diego,Spring,GMC,Male,45,17641,109442
LA,Winter,Kia,Female,35,32087,88061
Austin,Spring,Nissan,Male,29,40134,59352
LA,Summer,Jeep,Female,49,33019,241901
NYC,Fall,Ram,Male,67,32197,110008
Columbus,Spring,Jeep,Male,78,20067,261897
San Antonio,Summer,Chevrolet,Male,74,41382,138102
San Diego,Fall,Ram,Male,44,20690,266353
Austin,Winter,Honda,Male,53,42187,198928
San Diego,Spring,Hyundai,Female,57,41842,220235
Seattle,Fall,Honda,Female,56,11976,126165
Phoenix,Winter,Subaru,Male,64,39708,178461
Columbus,Winter,Subaru,Female,66,32239,171959
Seattle,Spring,Hyundai,Female,22,36625,144176
LA,Spring,Ram,Female,76,14854,63514
Philladephia,Winter,Honda,Female,38,33277,134639
LA,Spring,Honda,Male,59,31553,184835
Houston,Winter,Hyundai,Male,78,24902,92089
Phoenix,Spring,Honda,Female,33,37199,53807
Seattle,Fall,Ford,Male,72,16860,211908
San Diego,Fall,Honda,Female,22,32877,261433
Phoenix,Winter,Kia,Female,53,13326,107661
Austin,Fall,Ford,Male,54,37280,40729
Seattle,Summer,Honda,Male,73,19161,96330
Phoenix,Spring,GMC,Male,58,27360,116984
Houston,Summer,Toyota,Female,81,49436,273812
Houston,Winter,Jeep,Male,24,34270,208943
LA,Spring,Nissan,Male,51,35055,111087
San Antonio,Summer,Honda,Male,68,43514,180416
Columbus,Fall,Ram,Male,73,30071,91879
Columbus,Summer,Toyota,Female,31,29893,103712
Columbus,Summer,Kia,Male,23,33485,191436
San Antonio,Winter,Toyota,Male,62,40996,278663
Austin,Fall,Hyundai,Female,78,29031,52140
Philladephia,Fall,Ram,Female,42,28224,274628
NYC,Fall,Ford,Female,66,47447,193940
Houston,Summer,Kia,Female,61,30717,134740
San Diego,Fall,Subaru,Male,35,19973,130320
Austin,Winter,Kia,Male,61,15445,43060
San Antonio,Spring,Kia,Male,76,46968,292381
LA,Summer,Subaru,Female,75,45915,97771
Phoenix,Spring,Jeep,Female,54,24261,256298
Chicago,Spring,Nissan,Male,44,21554,85499
San Diego,Summer,Chevrolet,Male,76,17975,86106
San Antonio,Fall,Nissan,Male,72,24323,218359
San Antonio,Fall,GMC,Male,60,36521,65558
Phoenix,Fall,Kia,Female,73,19743,95815
San Antonio,Spring,Nissan,Female,76,12110,283906
Seattle,Fall,Jeep,Male,32,15473,214699
LA,Summer,Nissan,Female,69,19072,148245
Phoenix,Spring,Kia,Male,78,13432,51193
Chicago,Summer,GMC,Female,36,23240,107941
Seattle,Spring,Jeep,Male,38,30563,198479
Houston,Summer,Ford,Female,30,25150,261474
San Antonio,Summer,Honda,Male,60,36755,171413
San Antonio,Spring,Kia,Female,27,19678,277144
Houston,Spring,Chevrolet,Female,51,39575,253608
Seattle,Winter,Chevrolet,Female,56,21725,44538
Houston,Spring,Jeep,Female,27,47608,113312
San Diego,Summer,Toyota,Female,82,46516,242726
Chicago,Spring,Kia,Male,83,49002,59565
NYC,Winter,Kia,Female,41,11309,295167
Philladephia,Fall,Hyundai,Male,35,47815,251496
Houston,Summer,Ram,Female,37,17366,272089
Austin,Spring,Chevrolet,Female,78,31180,236354
San Diego,Fall,Subaru,Female,60,31524,292085
Columbus,Summer,Ram,Male,72,30196,141065
LA,Fall,Ford,Female,47,41687,257094
Philladephia,Fall,Nissan,Female,26,45130,187754
Austin,Fall,Jeep,Female,27,43577,230475
Houston,Summer,Ford,Female,83,10890,97001
San Diego,Spring,Subaru,Male,39,28421,100035
Chicago,Summer,Chevrolet,Female,49,14767,170810
NYC,Winter,Chevrolet,Male,29,28552,200881
Columbus,Winter,Nissan,Male,36,11127,221922
Seattle,Spring,GMC,Male,70,11473,70817
NYC,Spring,Kia,Male,55,49958,62922
Houston,Winter,Hyundai,Male,67,33209,214903
Seattle,Summer,Hyundai,Female,53,32016,102123
San Antonio,Summer,Ford,Female,26,21073,58044
Columbus,Summer,Honda,Male,67,21556,190308
Seattle,Summer,Honda,Male,53,27599,267631
LA,Winter,Toyota,Female,65,18943,162060
Phoenix,Spring,Subaru,Female,34,42968,116452
Phoenix,Fall,Hyundai,Female,67,43114,229107
Columbus,Fall,Subaru,Male,31,42282,40949
Houston,Fall,Chevrolet,Female,61,30334,208620
Phoenix,Spring,GMC,Male,79,42536,159388
Columbus,Fall,Honda,Female,52,40128,232156
San Diego,Winter,Chevrolet,Female,49,26749,163034
Philladephia,Spring,GMC,Female,76,19855,226618
San Diego,Spring,Nissan,Female,66,48022,87655
San Diego,Winter,Subaru,Female,48,23691,131436
Seattle,Spring,Jeep,Female,44,18370,47122
Seattle,Summer,Hyundai,Male,33,31741,148628
San Antonio,Fall,Subaru,Female,61,37713,184705
Philladephia,Winter,Toyota,Male,60,24627,230726
Chicago,Spring,Nissan,Female,62,29153,192968
